enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate
2.9409560561180115,1905.2801523208618,4.162780046463013,0.04283159598708153,56.49686515331269,0.053080346435308456,0.042008671909570694,57.72392076253891,0.08816201239824295,24.64713744521141,1719.9250893294814,23.003536462783813,375736.8840871453
2.940968468785286,1905.278030321002,4.162785112857819,0.04283144325017929,56.49687153100968,0.05308002978563309,0.042008064687252045,57.723852813243866,0.08816111832857132,24.647191722929477,1719.9244520366194,23.003501057624817,375738.96533972025
2.9409464299678802,1905.2944478988647,4.162760972976685,0.042831771075725555,56.49709793925286,0.053080420941114426,0.04200955107808113,57.723906606435776,0.08816210925579071,24.647240385711193,1719.9173621535303,23.0035218000412,375733.1675646901
2.9409816414117813,1905.2851781100035,4.162777662277222,0.042831312865018845,56.49709793925286,0.053079426288604736,0.04200753569602966,57.72369426488876,0.08815952390432358,24.64736578595638,1719.9173621535303,23.00343096256256,375739.6343137622
2.940867394208908,1905.3267246335745,4.162740409374237,0.04283112660050392,56.49767512083054,0.05307812988758087,0.0420103594660759,57.72412461042404,0.08815918117761612,24.647448138356207,1719.868609249592,23.003311157226562,375729.7483640313
2.940840035676956,1905.3315270543098,4.162749946117401,0.042830776423215866,56.49780586361886,0.053078148514032364,0.04201076179742813,57.72401702404022,0.08815868943929672,24.647470598101616,1719.8670160174372,23.003297209739685,375729.5997031331
2.940899059176445,1905.3249376863241,4.162738025188446,0.04283146932721138,56.49757626652718,0.0530782975256443,0.04201004281640053,57.72420388460159,0.08815933018922806,24.64748744291067,1719.8697245121004,23.003307223320007,375729.9341901541
2.940938323736191,1905.324155896902,4.162731468677521,0.0428319089114666,56.497595399618156,0.053080204874277115,0.042010799050331116,57.72376221418381,0.08816125243902206,24.64752113252878,1719.9007128775122,23.003445982933044,375727.92726802826
2.9408238232135773,1905.337669685483,4.162762761116028,0.04283047467470169,56.49793341755868,0.05307825654745102,0.04201124235987663,57.72393774986267,0.0881580114364624,24.647564180374147,1719.864626169205,23.003268599510193,375729.41387701035
2.940931737422943,1905.3258311599493,4.162736237049103,0.042831696569919586,56.49753481149674,0.0530785508453846,0.0420098714530468,57.72419822216034,0.08815901726484299,24.6475772818923,1719.8711584210398,23.003286123275757,375730.2315119505
2.940991520881653,1905.2979101091623,4.16275292634964,0.04283110052347183,56.49755075573922,0.05307857319712639,0.042007070034742355,57.723496079444885,0.0881575495004654,24.647639046192168,1719.9042179882529,23.003334045410156,375739.03967016935
2.940924644470215,1905.29534137249,4.162936210632324,0.04283032566308975,56.49736899137498,0.053080685436725616,0.04201085865497589,57.72469085454941,0.08815973252058029,24.64764278948307,1719.879761874676,23.003366589546204,375733.9480344057
2.940936043858528,1905.2896454781294,4.162955284118652,0.04283043369650841,56.4971425831318,0.053080759942531586,0.04201068729162216,57.72465404868126,0.08815975487232208,24.647659634292125,1719.8857364952567,23.003370881080627,375735.24881726503
2.9409129917621613,1905.3055046349764,4.162903726100922,0.04283019155263901,56.49773570895196,0.053080346435308456,0.04201103001832962,57.72464555501938,0.08815931528806686,24.64767460745573,1719.8702821433546,23.003345489501953,375732.1641036272
2.9408230632543564,1905.345264211297,4.16277676820755,0.04283032566308975,56.49803227186204,0.053078457713127136,0.04201178252696991,57.72390377521515,0.08815735578536987,24.647697067201136,1719.8608024120333,23.00322961807251,375729.0050595403
2.9409664422273636,1905.327953159809,4.16286438703537,0.04283137246966362,56.49693530797959,0.053080178797245026,0.0420120507478714,57.724158585071564,0.08815964311361313,24.64770455378294,1719.8683702647688,23.00328004360199,375728.9678943157
2.940958082675934,1905.3296284228563,4.162736237049103,0.042831841856241226,56.497595399618156,0.05307874456048012,0.04200976341962814,57.72411045432091,0.08815824240446091,24.64770455378294,1719.8715567290785,23.003254294395447,375730.71465986967
2.940943643450737,1905.2877468466759,4.162956178188324,0.042830582708120346,56.49709156155587,0.05308055505156517,0.04201037809252739,57.72454363107681,0.08815953880548477,24.647725141882898,1719.8875687122347,23.00336480140686,375735.7319651842
2.9409451633691788,1905.3371112644672,4.1628387570381165,0.04283122718334198,56.49716809391976,0.05307990312576294,0.04201224073767662,57.72408214211464,0.08815953880548477,24.647756959855556,1719.8652634620669,23.00327217578888,375727.1839635372
2.9408615678548813,1905.352747052908,4.1629669070243835,0.042830690741539,56.49773570895196,0.053080394864082336,0.042012766003608704,57.7239830493927,0.08815497905015945,24.64777193301916,1719.8600854575636,23.003212451934814,375730.90048599243
2.940900579094887,1905.3230390548706,4.162862598896027,0.04283006489276886,56.498217225074775,0.053079962730407715,0.04201117530465126,57.72453513741493,0.08815839141607285,24.647783162891866,1719.8575362861159,23.00329828262329,375730.12001627684
2.940985694527626,1905.327953159809,4.162872731685638,0.04283148795366287,56.49694806337357,0.053080204874277115,0.042011961340904236,57.72415292263031,0.08815912157297134,24.647788777828215,1719.8669363558295,23.00325322151184,375729.7483640313
2.940867140889168,1905.3529704213142,4.162959456443787,0.042830877006053925,56.497751653194435,0.05308028683066368,0.04201245307922363,57.72394907474518,0.08815478533506393,24.64779813605547,1719.8598464727404,23.003211736679077,375731.75528615713
2.9409056454896927,1905.332420527935,4.162999093532562,0.04283152148127556,56.49672165513039,0.05307997390627861,0.042011912912130356,57.72365462779999,0.08815590292215347,24.647807494282723,1719.8780093193056,23.003315091133118,375730.97481644154
