enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
0.0,383.0,0.0,0.0,67.0,0.0,0.0,64.0,0.0,5.0,3294.0,30.0,436180.0,0.0
1.0,330.0,0.0,0.0,72.0,0.0,0.0,67.0,0.0,5.0,3299.0,30.0,415445.0,0.0
0.0,481.0,1.0,0.0,66.0,0.0,0.0,67.0,0.0,5.0,3297.0,30.0,422152.0,0.0
8.0,2687.0,7.0,0.0,42.0,0.0,0.0,59.0,0.0,5.0,2022.0,25.0,535539.0,0.0
0.0,358.0,0.0,0.0,67.0,0.0,0.0,63.0,0.0,5.0,3285.0,30.0,462734.0,0.0
3.0,273.0,0.0,0.0,78.0,0.0,0.0,78.0,0.0,5.0,2066.0,25.0,196536.0,0.0
4.0,1910.0,7.0,0.0,42.0,0.0,0.0,55.0,0.0,5.0,2911.0,29.0,537983.0,0.0
2.0,322.0,0.0,0.0,75.0,0.0,0.0,65.0,0.0,5.0,3298.0,30.0,432998.0,0.0
2.0,188.0,0.0,0.0,75.0,0.0,0.0,86.0,0.0,5.0,3110.0,29.0,168376.0,0.0
1.0,395.0,0.0,0.0,72.0,0.0,0.0,64.0,0.0,6.0,3298.0,30.0,433497.0,0.0
1.0,341.0,0.0,0.0,77.0,0.0,0.0,64.0,0.0,6.0,3298.0,30.0,416114.0,0.0
15.0,2286.0,5.0,0.0,40.0,0.0,0.0,61.0,0.0,6.0,3306.0,30.0,448725.0,0.0
1.0,199.0,0.0,0.0,75.0,0.0,0.0,84.0,0.0,6.0,3162.0,29.0,161554.0,0.0
1.0,951.0,2.0,0.0,61.0,0.0,0.0,67.0,0.0,6.0,3300.0,30.0,408541.0,0.0
0.0,406.0,0.0,0.0,70.0,0.0,0.0,73.0,0.0,6.0,3293.0,30.0,419079.0,0.0
4.0,327.0,0.0,0.0,63.0,0.0,0.0,70.0,0.0,6.0,1771.0,24.0,184951.0,0.0
7.0,1276.0,2.0,0.0,56.0,0.0,0.0,70.0,0.0,6.0,3300.0,30.0,387788.0,0.0
5.0,1522.0,3.0,0.0,51.0,0.0,0.0,69.0,0.0,6.0,3302.0,30.0,409251.0,0.0
12.0,3220.0,5.0,0.0,37.0,0.0,0.0,68.0,0.0,6.0,2307.0,26.0,495060.0,0.0
0.0,1252.0,0.0,0.0,72.0,0.0,0.0,70.0,0.0,6.0,2534.0,28.0,645921.0,0.0
4.0,1308.0,1.0,0.0,63.0,0.0,0.0,55.0,0.0,6.0,1948.0,25.0,457172.0,0.0
2.0,795.0,1.0,0.0,68.0,0.0,0.0,67.0,0.0,6.0,3297.0,30.0,392981.0,0.0
13.0,2114.0,4.0,0.0,37.0,0.0,0.0,63.0,0.0,6.0,3306.0,30.0,486274.0,0.0
2.0,525.0,0.0,0.0,66.0,0.0,0.0,58.0,0.0,6.0,3297.0,30.0,318374.0,0.0
2.0,462.0,0.0,0.0,71.0,0.0,0.0,68.0,0.0,6.0,3297.0,30.0,418561.0,0.0
11.0,1986.0,4.0,0.0,40.0,0.0,0.0,64.0,0.0,6.0,3305.0,30.0,463081.0,0.0
14.0,2647.0,5.0,0.0,39.0,0.0,0.0,64.0,0.0,6.0,3305.0,30.0,475538.0,0.0
1.0,383.0,0.0,0.0,68.0,0.0,0.0,54.0,0.0,6.0,3297.0,30.0,341838.0,0.0
9.0,1807.0,3.0,0.0,47.0,0.0,0.0,70.0,0.0,6.0,3303.0,30.0,425857.0,0.0
6.0,1339.0,2.0,0.0,53.0,0.0,0.0,65.0,0.0,6.0,3304.0,30.0,450641.0,0.0
1.0,809.0,1.0,0.0,61.0,0.0,0.0,78.0,0.0,6.0,3298.0,30.0,381501.0,0.0
10.0,401.0,1.0,0.0,45.0,0.0,0.0,101.0,0.0,6.0,1217.0,21.0,114917.0,0.0
3.0,790.0,1.0,0.0,64.0,0.0,0.0,71.0,0.0,6.0,3298.0,30.0,389985.0,0.0
12.0,2059.0,3.0,0.0,48.0,0.0,0.0,59.0,0.0,6.0,3303.0,30.0,415480.0,0.0
5.0,1452.0,2.0,0.0,53.0,0.0,0.0,68.0,0.0,6.0,3304.0,30.0,446096.0,0.0
14.0,2220.0,4.0,0.0,42.0,0.0,0.0,68.0,0.0,6.0,3307.0,30.0,457309.0,0.0
1.0,601.0,1.0,0.0,66.0,0.0,0.0,66.0,0.0,6.0,3298.0,30.0,386971.0,0.0
7.0,1396.0,2.0,0.0,54.0,0.0,0.0,66.0,0.0,6.0,3301.0,30.0,389989.0,0.0
2.0,619.0,1.0,0.0,63.0,0.0,0.0,67.0,0.0,6.0,3299.0,30.0,386871.0,0.0
4.0,1151.0,2.0,0.0,59.0,0.0,0.0,71.0,0.0,6.0,3300.0,30.0,371429.0,0.0
1.0,932.0,2.0,0.0,63.0,0.0,0.0,79.0,0.0,6.0,3298.0,30.0,374409.0,0.0
5.0,1201.0,2.0,0.0,57.0,0.0,0.0,68.0,0.0,6.0,3300.0,30.0,382007.0,0.0
3.0,1246.0,2.0,0.0,57.0,0.0,0.0,76.0,0.0,6.0,3300.0,30.0,370872.0,0.0
10.0,369.0,4.0,0.0,81.0,0.0,0.0,94.0,0.0,6.0,1338.0,21.0,116609.0,0.0
5.0,238.0,0.0,0.0,92.0,0.0,0.0,78.0,0.0,7.0,1854.0,24.0,163694.0,0.0
8.0,343.0,0.0,0.0,91.0,0.0,0.0,79.0,0.0,7.0,1857.0,24.0,196448.0,0.0
1.0,709.0,5.0,0.0,36.0,0.0,0.0,67.0,0.0,7.0,1207.0,21.0,80141.0,0.0
5.0,241.0,0.0,0.0,91.0,0.0,0.0,76.0,0.0,7.0,1807.0,24.0,161918.0,0.0
1.0,812.0,5.0,0.0,42.0,0.0,0.0,67.0,0.0,7.0,994.0,20.0,112241.0,0.0
10.0,440.0,0.0,0.0,92.0,0.0,0.0,79.0,0.0,7.0,1866.0,24.0,208586.0,0.0
8.0,343.0,0.0,0.0,94.0,0.0,0.0,80.0,0.0,7.0,1854.0,24.0,195398.0,0.0
6.0,268.0,0.0,0.0,93.0,0.0,0.0,78.0,0.0,7.0,1861.0,24.0,182731.0,0.0
7.0,298.0,0.0,0.0,94.0,0.0,0.0,80.0,0.0,7.0,1860.0,24.0,192499.0,0.0
9.0,473.0,0.0,0.0,89.0,0.0,0.0,75.0,0.0,7.0,1816.0,24.0,195460.0,0.0
0.0,394.0,1.0,0.0,32.0,0.0,0.0,50.0,0.0,7.0,1813.0,24.0,103507.0,0.0
13.0,625.0,0.0,0.0,63.0,0.0,0.0,81.0,0.0,7.0,1813.0,24.0,197585.0,0.0
4.0,466.0,0.0,0.0,71.0,0.0,0.0,64.0,0.0,7.0,3298.0,30.0,321822.0,0.0
1.0,464.0,0.0,0.0,69.0,0.0,0.0,58.0,0.0,7.0,3299.0,30.0,342343.0,0.0
2.0,510.0,0.0,0.0,70.0,0.0,0.0,65.0,0.0,7.0,3298.0,30.0,323960.0,0.0
5.0,966.0,1.0,0.0,57.0,0.0,0.0,68.0,0.0,7.0,3302.0,30.0,327103.0,0.0
0.0,643.0,2.0,0.0,33.0,0.0,0.0,62.0,0.0,7.0,1520.0,22.0,84789.0,0.0
1.0,414.0,0.0,0.0,66.0,0.0,0.0,65.0,0.0,7.0,3300.0,30.0,346612.0,0.0
1.0,446.0,0.0,0.0,67.0,0.0,0.0,57.0,0.0,7.0,3300.0,30.0,352588.0,0.0
2.0,1651.0,7.0,0.0,46.0,0.0,0.0,66.0,0.0,7.0,861.0,19.0,157432.0,0.0
5.0,959.0,1.0,0.0,57.0,0.0,0.0,68.0,0.0,7.0,3302.0,30.0,319388.0,0.0
9.0,429.0,0.0,0.0,91.0,0.0,0.0,79.0,0.0,7.0,1865.0,24.0,204288.0,0.0
8.0,344.0,0.0,0.0,93.0,0.0,0.0,79.0,0.0,7.0,1863.0,24.0,196901.0,0.0
1.0,468.0,3.0,0.0,33.0,0.0,0.0,53.0,0.0,7.0,1778.0,24.0,113596.0,0.0
2.0,289.0,2.0,0.0,30.0,0.0,0.0,66.0,0.0,7.0,1677.0,23.0,110655.0,0.0
1.0,802.0,3.0,0.0,37.0,0.0,0.0,67.0,0.0,7.0,1166.0,21.0,90371.0,0.0
1.0,1628.0,3.0,0.0,66.0,0.0,0.0,77.0,0.0,7.0,3284.0,30.0,447475.0,0.0
0.0,445.0,3.0,0.0,33.0,0.0,0.0,59.0,0.0,7.0,1547.0,23.0,91770.0,0.0
5.0,608.0,4.0,0.0,31.0,0.0,0.0,79.0,0.0,7.0,1182.0,21.0,168837.0,0.0
0.0,1106.0,7.0,0.0,41.0,0.0,0.0,54.0,0.0,7.0,911.0,20.0,111756.0,0.0
12.0,1478.0,1.0,0.0,65.0,0.0,0.0,70.0,0.0,7.0,2371.0,27.0,252652.0,0.0
1.0,456.0,2.0,0.0,33.0,0.0,0.0,65.0,0.0,7.0,1670.0,23.0,94114.0,0.0
0.0,1223.0,6.0,0.0,45.0,0.0,0.0,51.0,0.0,7.0,856.0,19.0,119640.0,0.0
0.0,452.0,2.0,0.0,31.0,0.0,0.0,60.0,0.0,7.0,1684.0,23.0,79103.0,0.0
13.0,1508.0,1.0,0.0,69.0,0.0,0.0,70.0,0.0,7.0,1880.0,24.0,211963.0,0.0
0.0,639.0,2.0,0.0,35.0,0.0,0.0,57.0,0.0,7.0,1722.0,23.0,81770.0,0.0
8.0,612.0,0.0,0.0,93.0,0.0,0.0,63.0,0.0,8.0,1474.0,22.0,173140.0,0.0
9.0,860.0,0.0,0.0,86.0,0.0,0.0,60.0,0.0,8.0,1891.0,24.0,155522.0,0.0
8.0,757.0,0.0,0.0,89.0,0.0,0.0,63.0,0.0,8.0,1889.0,24.0,176541.0,0.0
9.0,991.0,0.0,0.0,88.0,0.0,0.0,64.0,0.0,8.0,1891.0,24.0,172485.0,0.0
10.0,1158.0,0.0,0.0,87.0,0.0,0.0,65.0,0.0,8.0,1897.0,24.0,167688.0,0.0
10.0,1180.0,0.0,0.0,89.0,0.0,0.0,63.0,0.0,8.0,1898.0,24.0,165177.0,0.0
8.0,803.0,0.0,0.0,90.0,0.0,0.0,63.0,0.0,8.0,1889.0,24.0,166285.0,0.0
8.0,746.0,0.0,0.0,87.0,0.0,0.0,61.0,0.0,8.0,1881.0,24.0,170212.0,0.0
10.0,932.0,1.0,0.0,88.0,0.0,0.0,59.0,0.0,8.0,828.0,19.0,137152.0,0.0
6.0,338.0,0.0,0.0,92.0,0.0,0.0,71.0,0.0,8.0,1756.0,24.0,153665.0,0.0
8.0,790.0,0.0,0.0,89.0,0.0,0.0,62.0,0.0,8.0,1889.0,24.0,166717.0,0.0
10.0,1142.0,0.0,0.0,87.0,0.0,0.0,67.0,0.0,8.0,1896.0,24.0,170548.0,0.0
4.0,595.0,0.0,0.0,81.0,0.0,0.0,63.0,0.0,8.0,3207.0,30.0,263953.0,0.0
6.0,667.0,0.0,0.0,69.0,0.0,0.0,70.0,0.0,8.0,3294.0,30.0,224252.0,0.0
8.0,512.0,0.0,0.0,90.0,0.0,0.0,62.0,0.0,8.0,1546.0,22.0,159393.0,0.0
2.0,322.0,0.0,0.0,84.0,0.0,0.0,67.0,0.0,8.0,3287.0,30.0,241102.0,0.0
7.0,378.0,0.0,0.0,86.0,0.0,0.0,65.0,0.0,8.0,1704.0,23.0,145911.0,0.0
6.0,331.0,0.0,0.0,90.0,0.0,0.0,68.0,0.0,8.0,1780.0,24.0,159918.0,0.0
