enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
7.0,2186.0,3.0,0.0,66.0,0.0,0.0,78.0,0.0,6.0,1922.0,24.0,108272.0,0.0
5.0,1697.0,3.0,0.0,70.0,0.0,0.0,73.0,0.0,6.0,1953.0,24.0,120021.0,0.0
5.0,1530.0,2.0,0.0,70.0,0.0,0.0,72.0,0.0,6.0,1957.0,24.0,123765.0,0.0
3.0,833.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,7.0,1844.0,24.0,89792.0,0.0
1.0,266.0,0.0,0.0,70.0,0.0,0.0,62.0,0.0,8.0,1777.0,24.0,112614.0,0.0
4.0,1513.0,4.0,0.0,59.0,0.0,0.0,72.0,0.0,8.0,1163.0,21.0,130686.0,0.0
6.0,1323.0,0.0,0.0,61.0,0.0,0.0,65.0,0.0,8.0,1883.0,24.0,119088.0,0.0
1.0,1474.0,1.0,0.0,59.0,0.0,0.0,71.0,0.0,8.0,1624.0,23.0,171005.0,0.0
7.0,1478.0,0.0,0.0,59.0,0.0,0.0,64.0,0.0,8.0,1881.0,24.0,114713.0,0.0
2.0,2285.0,1.0,0.0,61.0,0.0,0.0,78.0,0.0,8.0,3116.0,29.0,149748.0,0.0
9.0,2953.0,2.0,0.0,53.0,0.0,0.0,70.0,0.0,8.0,1874.0,24.0,104764.0,0.0
6.0,2659.0,8.0,0.0,46.0,0.0,0.0,67.0,0.0,8.0,1894.0,24.0,154484.0,0.0
0.0,163.0,0.0,0.0,67.0,0.0,0.0,58.0,0.0,9.0,1823.0,24.0,179155.0,0.0
3.0,420.0,0.0,0.0,41.0,0.0,0.0,50.0,0.0,9.0,2390.0,26.0,188151.0,0.0
8.0,3850.0,4.0,0.0,34.0,0.0,0.0,78.0,0.0,9.0,1879.0,24.0,175631.0,0.0
2.0,382.0,0.0,0.0,43.0,0.0,0.0,47.0,0.0,9.0,2058.0,25.0,143109.0,0.0
