enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
6.0,3301.0,11.0,0.0,53.0,0.0,0.0,19.0,0.0,4.0,3312.0,30.0,66.0,1.0
4.0,563.0,0.0,0.0,34.0,0.0,0.0,62.0,0.0,3.193,3312.0,30.0,211.0,1.0
0.0,500.0,0.0,0.0,62.0,0.0,0.0,60.0,0.0,2.127,1867.0,24.0,638.0,1.0
0.0,328.0,2.0,0.0,80.0,0.0,0.0,86.0,0.0,8.242,639.0,18.0,1120.0,1.0
1.0,2169.0,6.0,0.0,39.0,0.0,0.0,81.0,0.0,14.148,639.0,18.0,1402.0,1.0
0.0,321.0,0.0,0.0,101.0,0.0,0.0,67.0,0.0,12.291,639.0,18.0,1678.0,1.0
2.0,1607.0,6.0,0.0,46.0,0.0,0.0,24.0,0.0,11.225,639.0,18.0,1791.0,1.0
0.0,908.0,2.0,0.0,61.0,0.0,0.0,27.0,0.0,14.16,639.0,18.0,1921.0,1.0
13.0,6432.0,8.0,0.0,53.0,0.0,0.0,43.0,0.0,12.305,639.0,18.0,2204.0,1.0
9.0,6798.0,18.0,0.0,38.0,0.0,0.0,49.0,0.0,11.103,639.0,18.0,2346.0,1.0
2.0,2131.0,4.0,0.0,39.0,0.0,0.0,97.0,0.0,12.176,639.0,18.0,2779.0,1.0
2.0,1650.0,10.0,0.0,74.0,0.0,0.0,27.0,0.0,11.113,639.0,18.0,2911.0,1.0
0.0,1335.0,0.0,0.0,83.0,0.0,0.0,56.0,0.0,10.321,639.0,18.0,3053.0,1.0
17.0,2736.0,2.0,0.0,31.0,0.0,0.0,37.0,0.0,12.193,639.0,18.0,3323.0,1.0
0.0,2004.0,3.0,0.0,58.0,0.0,0.0,27.0,0.0,11.129,3312.0,30.0,3456.0,1.0
1.0,2465.0,4.0,0.0,55.0,0.0,0.0,62.0,0.0,9.273,3312.0,30.0,3748.0,1.0
1.0,1671.0,5.0,0.0,50.0,0.0,0.0,42.0,0.0,6.081,3312.0,30.0,4127.0,1.0
12.0,1935.0,3.0,0.0,58.0,0.0,0.0,56.0,0.0,4.228,3312.0,30.0,4420.0,1.0
0.0,3609.0,13.0,0.0,55.0,0.0,0.0,34.0,0.0,3.161,639.0,18.0,4567.0,1.0
4.0,1535.0,5.0,0.0,57.0,0.0,0.0,36.0,0.0,6.098,1867.0,24.0,4705.0,1.0
0.0,5980.0,3.0,0.0,69.0,0.0,0.0,107.0,0.0,4.248,1867.0,24.0,4979.0,1.0
14.0,4131.0,0.0,0.0,64.0,0.0,0.0,104.0,0.0,3.182,1867.0,24.0,5105.0,1.0
4.0,2347.0,7.0,0.0,53.0,0.0,0.0,53.0,0.0,2.123,639.0,18.0,5231.0,1.0
2.0,3348.0,8.0,0.0,47.0,0.0,0.0,27.0,0.0,5.093,639.0,18.0,5372.0,1.0
2.0,2962.0,12.0,0.0,62.0,0.0,0.0,50.0,0.0,4.268,639.0,18.0,5484.0,1.0
4.0,448.0,0.0,0.0,59.0,0.0,0.0,66.0,0.0,13.096,639.0,18.0,6437.0,1.0
15.0,3481.0,4.0,0.0,58.0,0.0,0.0,54.0,0.0,12.113,639.0,18.0,6577.0,1.0
0.0,695.0,0.0,0.0,84.0,0.0,0.0,61.0,0.0,11.242,639.0,18.0,6702.0,1.0
0.0,187.0,0.0,0.0,39.0,0.0,0.0,66.0,0.0,10.18,639.0,18.0,6827.0,1.0
1.0,2917.0,13.0,0.0,54.0,0.0,0.0,53.0,0.0,13.113,639.0,18.0,6948.0,1.0
1.0,398.0,0.0,0.0,43.0,0.0,0.0,106.0,0.0,12.321,639.0,18.0,7112.0,1.0
0.0,390.0,1.0,0.0,48.0,0.0,0.0,22.0,0.0,11.258,639.0,18.0,7227.0,1.0
5.0,2067.0,8.0,0.0,83.0,0.0,0.0,58.0,0.0,10.195,639.0,18.0,7366.0,1.0
8.0,1946.0,5.0,0.0,61.0,0.0,0.0,57.0,0.0,9.128,639.0,18.0,7503.0,1.0
12.0,1204.0,2.0,0.0,55.0,0.0,0.0,40.0,0.0,10.209,1867.0,24.0,7901.0,1.0
1.0,5420.0,10.0,0.0,39.0,0.0,0.0,41.0,0.0,9.149,1867.0,24.0,8040.0,1.0
2.0,3070.0,13.0,0.0,59.0,0.0,0.0,83.0,0.0,8.081,1867.0,24.0,8166.0,1.0
16.0,3017.0,10.0,0.0,45.0,0.0,0.0,35.0,0.0,7.288,1867.0,24.0,8286.0,1.0
7.0,1220.0,5.0,0.0,51.0,0.0,0.0,28.0,0.0,6.225,1867.0,24.0,8395.0,1.0
2.0,831.0,3.0,0.0,61.0,0.0,0.0,39.0,0.0,5.166,639.0,18.0,8548.0,1.0
4.0,2822.0,18.0,0.0,56.0,0.0,0.0,39.0,0.0,8.097,639.0,18.0,8697.0,1.0
7.0,1995.0,6.0,0.0,70.0,0.0,0.0,59.0,0.0,11.193,639.0,18.0,8831.0,1.0
5.0,4560.0,20.0,0.0,65.0,0.0,0.0,40.0,0.0,14.113,639.0,18.0,8972.0,1.0
5.0,2449.0,15.0,0.0,63.0,0.0,0.0,27.0,0.0,13.177,639.0,18.0,9099.0,1.0
9.0,2927.0,0.0,0.0,51.0,0.0,0.0,29.0,0.0,12.111,639.0,18.0,9234.0,1.0
11.0,1379.0,0.0,0.0,61.0,0.0,0.0,53.0,0.0,10.26,639.0,18.0,9521.0,1.0
6.0,3058.0,8.0,0.0,110.0,0.0,0.0,30.0,0.0,11.355,639.0,18.0,9909.0,1.0
4.0,2396.0,7.0,0.0,93.0,0.0,0.0,64.0,0.0,10.289,639.0,18.0,10044.0,1.0
0.0,229.0,1.0,0.0,112.0,0.0,0.0,56.0,0.0,13.15,639.0,18.0,10181.0,1.0
7.0,1368.0,6.0,0.0,52.0,0.0,0.0,65.0,0.0,12.164,639.0,18.0,10315.0,1.0
0.0,3415.0,0.0,0.0,99.0,0.0,0.0,58.0,0.0,13.24,639.0,18.0,10707.0,1.0
2.0,5035.0,6.0,0.0,61.0,0.0,0.0,60.0,0.0,12.176,639.0,18.0,10830.0,1.0
1.0,1812.0,2.0,0.0,77.0,0.0,0.0,43.0,0.0,11.11,639.0,18.0,10957.0,1.0
0.0,183.0,0.0,0.0,44.0,0.0,0.0,80.0,0.0,10.319,639.0,18.0,11086.0,1.0
